review,score,of_title,id_linha,Ideological_Bias,LGBTQ+_Criticism,Conspiracy_Theory,Meta-Criticism,Technical_Criticism,Tactical_Praise,Coordinated_Hate,Studio_Criticism,Frustration/Expectation
"""If you like horror-survival games, this is definitely what you're looking for. RE is, considered by most, to be the most important saga of this genre (survival-horror). But this game, it's special, why? because it's the first time they've focused on the first person (leaving aside the failure of RE: Survivor) it should be clarified that they also did not focus on the \""""typical zombies\"""" thatIf you like horror-survival games, this is definitely what you're looking for. RE is, considered by most, to be the most important saga of this genre (survival-horror). But this game, it's special, why? because it's the first time they've focused on the first person (leaving aside the failure of RE: Survivor) it should be clarified that they also did not focus on the \""""typical zombies\"""" that we always see, but decided to focus everything on the Baker family (so as not to produce a spoiler, it's better for you to play it). The story is gripping, interesting and intriguing. The characters, some are memorable, others are not and, in my opinion, I loved their designs, the gameplay can sometimes be a bit rough and the puzzles are mostly easy so it's not a challenge. To finish, I want to turn my attention to the boss fights, of which I found them excellent and terrifying. In conclusion, Capcom did an excellent job on this new installment and also to bring new news that I hope to see in its games to futuresâ¦ Expand",9,RE7B,359,0,1,1,1,1,1,0,1,1
"Only a few word: Congratulations to all capcom team!! This is a Pure Resident Evil Game, Puzzles, enemys, boss battles, exploration, new mansion, this game deserves a wonderfull success, this is the future of Resident Evil franchice!! And again!! Congratulations Capcom for bring us this game to all the resident evil fans, thanks!!",10,RE7B,360,0,0,1,1,0,0,1,1,0
i played Resident Evil 7 Biohazard on ps4 it is a perfect horror game of 2017 i love it,9,RE7B,361,1,0,0,0,1,1,0,0,0
"""Resident evil 7 was such a nice surprise. I've played the firstt does lose some tension towards the end as the action shifts from the house to other areas and there is an increase in the number of black monsters. The final boss was also quite dull, it's essentially just a cutscene. I enjoyed the game from start to finish though and i'd definitely recommend it to anyone looking for a horror survival game with a similar feel to Outlast.â¦ Expand",9,RE7B,362,0,1,1,0,1,1,1,0,1
"This game, Wow this game, Capcom has learned from their mistakes and completely fix the franchise, Hell this game might be my favourite resident evil game now its that good, First of all we start off with the story, the pacing is very good and makes you want to play more to find out more about the story, Ethan, Mia, Zoe, Jack, Margueritte, Lucas and Eveline are all really good charactersThis game, Wow this game, Capcom has learned from their mistakes and completely fix the franchise, Hell this game might be my favourite resident evil game now its that good, First of all we start off with the story, the pacing is very good and makes you want to play more to find out more about the story, Ethan, Mia, Zoe, Jack, Margueritte, Lucas and Eveline are all really good characters and I will remember them to this day.(Especially Jack Baker) The videotapes are a perfect addition to this game which helps you know what's going to be on the next path. The story gets a 10/10 for me. The graphics, for a linear story game it has pretty good graphics even if it is a dynamic resolution. For me the Graphics get a 10/10 as well. The gameplay, ooo the gameplay is simple but great. The ammo found in the game is scarce but just enough for the player.  The enemies, there's more than just the bakers, there's the molds and others that i will not spoil. The gun mechanics are great. The gameplay gets a 10/10 again. The acting, For a resident evil game the acting is very superb, especially lucas' and jack's 10/10. The dialogue, I added this section cos resident evil is known for silly dialogue, the dialogue in this game is very well done and not cringey or dumb its especially good  a resident evil game. 10/10. Only downside to this game is that it's very short i completed it in 6 hours and 45 minutes and I wish it could be longer, but I will definitely remember this game for sure. This game might be my favourite resident evil game but I will play re4 again just to make sure. Overall I give this game a 10/10 its simply a masterpiece and I can't wait for the dlc, I will for sure buy  them all. Can't wait what capcom are going to do for resident evil 8â¦ Expand",10,RE7B,363,1,1,1,0,1,1,1,0,1
"""This is the best horror game I have ever played..It's not a PERFECT game (bland protagonist) but with me, if a game has so many pros and I'm having a great experience,  I can forgive some cons because in the end no game is perfect but I do believe this game deserves a 10/10 and I do hope seeing more games like this.â¦ Expand",10,RE7B,364,0,1,0,0,1,1,1,1,1
A quality entry to the resident evil franchise after the disappointment of the last 2 games in my opinion.Maybe a bit short but really pleased with it.,9,RE7B,365,1,0,1,0,0,0,0,0,1
I have played every single Resident Evil game and I started playing the series in 1996.  This is among the best in the series and by far the scariest Resident Evil game ever made.  If you like Resident Evil or horror it's a must.,9,RE7B,366,0,1,0,0,0,0,1,0,1
"First off I would like to say that to me this game feels more like a Reboot than the next instalment of the Resident evil franchise. What makes it feel more like a reboot is the the seriesâ shift from a third to first person perspective. But that is not necessarily a bad thing. The first person perspective makes me feel like I am more a part of the game world and not just a spectatorFirst off I would like to say that to me this game feels more like a Reboot than the next instalment of the Resident evil franchise. What makes it feel more like a reboot is the the seriesâ shift from a third to first person perspective. But that is not necessarily a bad thing. The first person perspective makes me feel like I am more a part of the game world and not just a spectator watching the story play out. The first person perspective is a great addition, especially for the immersion aspect of a horror game. The game gets my heart racing and it does a great job of making me want more. The visuals are great and the scares are real. One thing that feels a little tedious  is the inventory management but that also makes you question what is actually necessary for survival. I love the puzzles which get me thinking. But the interactions with the enemies feel like iâm just going in circles, it's like i'm playing a game of cat and mouse with them. All in all the game is good and is a solid 7.5. If you enjoy horror games I would definitely suggest picking this game up.â¦ Expand",8,RE7B,367,1,1,0,0,1,1,0,0,1
"Great game. Realy new experience, the only one games that makes me fill scary. But you should play in VR, without VR i can give only 8.",10,RE7B,368,1,1,1,0,1,0,0,1,0
"half an hour after pausing it and setting it aside, I'm still freaked out. The FP POV makes it that much more immersive, frightening and, at times, frantic. You will not be dis",7,RE7B,369,1,0,1,0,1,0,1,0,1
"this game returns to its roots while continuing to innovate the formula. the game usually looks really good with photo realistic graphics that really adds to the atmosphere along with some great lighting affects and excellent character models that make the game terrifying at times, but suffers from some odd really bad textures on certain things in the enviroments and is noticeable but notthis game returns to its roots while continuing to innovate the formula. the game usually looks really good with photo realistic graphics that really adds to the atmosphere along with some great lighting affects and excellent character models that make the game terrifying at times, but suffers from some odd really bad textures on certain things in the enviroments and is noticeable but not too often. the music does what it needs to do but is nothing memorable besides the main theme of the game which Is really cool and creepy. most things sound decent in the game with some of the guns needing a bit more kick to them. The voice acting is actually fantastic which is such a surprise since resident evil is known to have pretty bad voice acting. the gameplay is great, encounters with the baker family are unique and scary and you never feel that you have control of any situation and really feel like your trying to survive. unfortuently there is a lack of enemy variety but the baker family does a great job making up for that with how each one of them offers variety and new challenge throughout the whole game or atleast until you get towards the end of the game. this game is a hell of a good time and constantly surprised me with great memorable moments and an actually pretty solid story. the key things here were that the game was scary, fun to play and never got stale, with situations changing and great level design for a majority of the game and was a very memorable experience and im very excited for the future of resident evil.â¦ Expand",9,RE7B,370,0,0,1,1,1,1,1,0,0
"This game truly surprised me. After the disappointing Resident Evil 5 and 6, I didn't really have that high of hopes for this game. This game proved me wrong. Its scary as hell and looks great. I personally think this is the scariest game in the entire series. Don't listen to the haters. This game is worth the 60 dollar launch price. Its as good as RE4. Trust me and buy it!!",10,RE7B,371,1,0,0,1,0,1,0,0,1
I had a great experience playing this game. Its different and its fresh. The series has a lot more potential now. I truly believe the players who do not like this game have yet to play it. Some are probably scared about the new look and by that i mean a HORROR game in first person. Totally different and not everybody can handle that.,9,RE7B,372,1,0,0,1,1,0,0,0,1
"Not bad, interesting game and of course it's better than The Last of ass. I hope Resident Evil Village will be interesting, too. Thanks, Capcom.P.s. I wait Resident Evil 4 Remake",9,RE7B,373,0,0,1,0,0,1,0,1,1
"This game reminded me to the times when I played Resident Evil on PS1 but being much more immersive thanks to the first person perspective. The atmosphere is really creepy and the main enemies are some sort of Nemesis that you will encounter repeatedly. There is also a lot of puzzle solving, item searching, backtracking and ammo / item managing, which are elements that defined previousThis game reminded me to the times when I played Resident Evil on PS1 but being much more immersive thanks to the first person perspective. The atmosphere is really creepy and the main enemies are some sort of Nemesis that you will encounter repeatedly. There is also a lot of puzzle solving, item searching, backtracking and ammo / item managing, which are elements that defined previous instalments. I'd have loved that the story didn't end so abruptly and the connection with the rest of the series was explained in more detail. I like the direction that the series is taking.â¦ Expand",9,RE7B,374,1,0,1,1,1,0,1,1,0
"""I've played nearly all the RESIDENT EVIL games and this is without a doubt my favorite.  The graphics, gameplay, and story are fantastic.  It's an intense thrill ride that keeps you playing for hours!  The new \""""first person\"""" approach worked beautifully for this game.  If you're looking for a suspenseful, action packed game with a few puzzles, look no more!",10,RE7B,375,0,1,1,0,0,1,0,0,0
"Resident Evil 7 takes the series back to its roots while completely reinventing the series. From the creepy atmosphere and psychological tension to the pitch perfect jump scares it's a master class in horror but play it with a VR helmet and it's on a whole different level! A real return to form, perhaps the scariest RE game yet!",9,RE7B,376,1,0,0,1,0,1,1,0,1
"""I had my doubts about re7 from the very start. A shift from third person to first person seemed like it would change the entire dynamic of the game. which it did,but that dynamic had gone down hill after its first incarnation with re4. Two of my largest fears were that it was going to be a \""""run away\"""" simulator such as Outlast,but the game says \""""naw son you can fight\"""" very early on. *Heavy spoiler alert* for this next bit,but the 2nd fear was the addition of paranormal stuff with Eveline,the spooky child. But as the game makes crystal clear its not paranormal its completely physiological that the virus is spreading to peoples brains and causes a sort of hivemind influence since shes the Source. It also ends like every Resident Evil game should,someone throwing the main character a deus ex machina, named after a certain shade wearing man that can bamf.â¦ Expand",8,RE7B,377,1,0,0,0,1,0,0,0,1
"""Play it in VR its woth itI finished the game before I got the PSVR headset, and I replayed it on VR once I got it, its a totally different much better experience, the only downside is that graphics are downgraded in VR, immersion, story, boss fight are enjoyable, there are places where I did not have the gut to go forward eventhough I knew what was coming, guarding with both hands above the head adds to the immersion. the sound, the atmosphere are excellent. this game is a must have for PSVR owners.â¦ Expand",10,RE7B,378,0,0,0,0,1,0,1,1,1
+ Excellent recreation of the best elements of Resident Evil Classics and Horror / Survival genre,10,RE7B,379,1,0,0,1,1,0,0,0,0
"""This game is... weirdalso that chainsaw fight doe, damn that was awesome.â¦ Expand",7,RE7B,380,1,1,0,1,1,0,1,1,1
"(i am fanboy) i play every resident evil game resident evil 1 , 2 ,3 is horor game re 4 is survival horor 5 6 action and 7... 7 is all of this. (sorry for bad english) and this game have not good npc",8,RE7B,381,0,1,1,0,1,0,1,1,1
"The best Resident Evil game since Resident Evil 4. Takes the player back to the old survival horror days like the very first iteration. The game has puzzles and has you examine items pretty closely to advance sometimes. The story is great and even though it's not directly connected with the other Resident Evil games, the lore is nice to read upon, besides, the Resident Evil timeline wasThe best Resident Evil game since Resident Evil 4. Takes the player back to the old survival horror days like the very first iteration. The game has puzzles and has you examine items pretty closely to advance sometimes. The story is great and even though it's not directly connected with the other Resident Evil games, the lore is nice to read upon, besides, the Resident Evil timeline was becoming to get too convoluted anyway. The fact that it's in first person doesn't alter the experience at all, but that's really the only huge difference this game has, other than the return to horror roots that were not present from 5 til now. The only downside is that the game is pretty short. They advertised 14-16 hours of content, but my blind playthrough was right around 10 hours. I then did a speedrun on easy and did it in 3 and a half hours. Madhouse is quite a fun experience while it lasts. Unfortunately it does not offer too much replay value. Sure, running around with infinite ammo is fun for a few plays then it loses a bit of luster, which is why I had to bump my rating down a couple notches, but if you can get it cheap or you have lots of GameStop credit, I recommend trying it out. It's very fun while it lasts. Graphics are phenominalâ¦ Expand",8,RE7B,382,1,0,1,0,1,0,1,0,0
"One of my favorite game ever! To begin with, I am not a Resident Evil expert. I only played Resident Evil 5 which I though was good. But this one is a completely different thing. It is a survival horror game. The game is terrifying. The jump scares are few I would say. What is scary is the ambiance, the details of the environment, the sounds. The story fits well within the resident evilOne of my favorite game ever! To begin with, I am not a Resident Evil expert. I only played Resident Evil 5 which I though was good. But this one is a completely different thing. It is a survival horror game. The game is terrifying. The jump scares are few I would say. What is scary is the ambiance, the details of the environment, the sounds. The story fits well within the resident evil lore and is so interesting. I was hooked to uncover more of the mysteries as I progressed within the Baker's House. The ending does not end with a cliffhanger which is a very good thing these time.... The gameplay is amazing. Be aware this is not a shooting fest, but the combat is so satisfying, I like to search every inches of the house to find ammo and healing supplies. I like the fact that you need to back track to old areas to unlock new rooms. If you like the survival horror genre this game is not to be missed. If not, give it a try you may be very surprised.â¦ Expand",9,RE7B,383,1,1,1,1,1,0,0,1,0
"Loving the new path of the saga. They changed the mechs every 5 years more or less, and it was the right moment to go with the first person. Good choice. Good settings. Main char not epic but cool enough.",9,RE7B,384,1,0,1,1,0,0,1,0,1
"""Mostly just bleh; no screams of terror here.scariest experiences we've ever had video gaming were when the NES would occasionally eat our RPG saves; modern horror games have still got a long, long way to go.â¦ Expand",6,RE7B,385,1,1,1,1,1,0,0,0,1
My favorite game from the Resident Evil series. It has an excellent story and managed to change the terror like no other game has done before. Capcom is to be congratulated. I hope you do more (in first person),10,RE7B,386,0,0,0,0,1,0,0,1,0
RE7 is a fresh take on the Resident Evil series that fondly recalls the classics even as it takes a bold new direction.,8,RE7B,387,0,0,0,0,0,1,1,1,0
"""I am a huge horror fanIn the end it most closely resembles Outlast, but with a less engaging story, more bland atmosphere, hindering controls, and inferior graphics.  Horror wise its scares become predictable, the story and characters aren't particularly engaging, and the atmosphere is far more gory than scary.  And as an action game its controls and boss fights don't hold a candle to anything in RE4.  It's not unplayable or a complete abomination, but everything its trying to do has already been done better in other games.â¦ Expand",7,RE7B,388,1,0,0,0,1,1,0,0,1
"This game scared me. Made me all sorts of tense and I loved it so so so much. The only thing that sort of ruined it is when you get a gun, then the scare factor kinda goes away!",9,RE7B,389,1,1,0,0,1,1,1,0,1
Amazing game! I so much love this reimagining! Capcom DO IT AGAIN!!! Return to oldstyle horror!â¦ Expand,9,RE7B,390,1,0,1,0,0,0,0,1,0
"Not all resident evil games are properly well made, in some sense it is down right self loathing. However since playing this games all of my worst fears turned into excitement. This is a game that is meant to creep the hell out of people in a good way.",9,RE7B,391,1,1,0,0,1,1,1,0,0
"""Resident evil is back on toptruly can't recommend this game enough!â¦ Expand""",10,RE7B,392,1,1,0,0,1,0,1,1,1
"A phenomenal game! This is Resident Evil at its finest. It feels new but somehow familiar. Game of the year! It is particularly good with PS VR. You will be afraid, and excited.",10,RE7B,393,1,1,1,1,1,1,0,1,0
"""Resident Evil 7 is an instant CLASSIC. A true Resident Evil game that strikes an incrExtra modes are included in upcoming DLCsâ¦ Expand""",10,RE7B,394,0,1,1,1,1,0,0,0,1
"""Resident Evil 7 will take your breath away. Literally.  this game and the even the DLC, while lacking some depth and being somewhat of a rehash of some levels and game mechanics and a bit \""""arcadish\"""", is STILL better than most in that it feeds my craving for more environments and insight into the world and its characters. I love this game and highly recommend it. I can't wait to see whats in store for Resident Evil 8, I'm anticipation is killing.â¦ Expand",9,RE7B,395,1,1,1,1,1,0,0,0,1
"Well, put this up with Silent Hill as one of the games that gave me a half-a-dozen heart-attacks while I was playing. This is the first Resident Evil game I've ever played, and I know it's a departure from what the series was before (at least that's what I glean from some hardcore fans whining on various websites) but I have to say, this makes me eager to check out the rest of the series.Well, put this up with Silent Hill as one of the games that gave me a half-a-dozen heart-attacks while I was playing. This is the first Resident Evil game I've ever played, and I know it's a departure from what the series was before (at least that's what I glean from some hardcore fans whining on various websites) but I have to say, this makes me eager to check out the rest of the series. Genuinely frightening, with atmosphere and jump-scares alike.â¦ Expand",9,RE7B,396,1,0,0,1,1,1,0,1,1
"""This is probably the first review I've ever really tried to write oOverall i cannot recommend this game enough, after i finished the game i thought about it for like 3 days! Constantly! It really is that good.â¦ Expand",9,RE7B,397,1,1,1,1,1,1,1,1,1
"Return to the oldschool Resident Evil style. Exploration, save rooms, item boxes, inventory management, gore, horror.... Resident Evil feels great again.",10,RE7B,398,0,1,1,1,1,1,1,1,1
"""Note: If you just want to know what I liked and what I think could be improved scroll to the botIn all, buy the game guys. Well spent $90 for me (I obviously bought the Season Pass after finishing the game. I WANT MORE).â¦ Expand",10,RE7B,399,0,0,0,1,1,0,1,1,1
Finally a great game from Resident Evil,9,RE7B,400,1,1,0,1,1,1,0,1,0
